channel,city,region,customer_name,order_date,order_id,department,product_category_gender,product_sub_category,product_sku,product_name,distance_from_warehouse,price,cost_of_sale,discount,order_quantity,sales,gross_profit,gross_profit_margin
Local store,Howard Town Ward,Derbyshire,"Mcdonald, Michael J Esq",13.01.18,6884,Clothing,Men,Hoodies & Sweatshirts,MH07-XL-Green,Hero Hoodie-XL-Green,45,35,574.00 ,0.00 ,41,1435,861,60.0%
Franchise,Farnham,Surrey,Best Western Riverview Inn,13.01.18,6884,Clothing,Men,Hoodies & Sweatshirts,MH07-XS-Black,Hero Hoodie-XS-Black,55,32,721.90 ,0.00 ,47,1504,782,52.0%
Franchise,Newport,Isle of Wight,Ernest E Heuer & Company Pc,13.01.18,48773,Clothing,Men,Hoodies & Sweatshirts,MH07-XS-Gray,Hero Hoodie-XS-Gray,80,35,102.90 ,0.10 ,7,245,142,58.0%
Small chain store,Parkham,Devon,"Berg, Michael D Esq",13.01.18,37729,Clothing,Men,Hoodies & Sweatshirts,MH07-XS-Green,Hero Hoodie-XS-Green,90,20,508.80 ,0.00 ,48,960,451,47.0%
Supermarket,South Ward,North Eart Lincolnshire,Nature Conservancy,13.01.18,12676,Clothing,Men,Hoodies & Sweatshirts,MH08,Oslo Trek Hoodie,60,45,438.80 ,0.10 ,25,1125,686,61.0%
Local store,Carbrooke,Norfolk,Kisc 98 Kiss Fm,14.01.18,30915,Clothing,Men,Hoodies & Sweatshirts,MH07-S-Black,Hero Hoodie-S-Black,205,30,277.50 ,0.00 ,25,750,473,63.0%
Local store,Parwich,Derbyshire,Central Hrdwr & Elec Corp,14.01.18,2370,Clothing,Men,Hoodies & Sweatshirts,MH08-L-Brown,Oslo Trek Hoodie-L-Brown,175,37,91.00 ,0.00 ,6,222,131,59.0%
Local store,Beeston West Ward,Nottinghamshire,"Walker, Susan S Esq",14.01.18,31781,Clothing,Men,Hoodies & Sweatshirts,MH08-L-Purple,Oslo Trek Hoodie-L-Purple,140,21,318.80 ,0.10 ,46,966,647,67.0%
Franchise,Abbey Ward,Buckinghamshire,Alternative Collection Svc Inc,14.01.18,31781,Clothing,Men,Hoodies & Sweatshirts,MH08-L-Red,Oslo Trek Hoodie-L-Red,160,29,309.10 ,0.00 ,41,1189,880,74.0%
Franchise,Abbey Ward,Buckinghamshire,"Johnson, Matthew E Esq",14.01.18,2370,Clothing,Men,Hoodies & Sweatshirts,MH04-S-Yellow,Frankie  Sweatshirt-S-Yellow,160,34,622.20 ,0.00 ,30,1020,398,39.0%
Franchise,Wollaton West Ward,Nottinghamshire,"Thornsjo, Dale O Esq",14.01.18,22147,Clothing,Men,Hoodies & Sweatshirts,MH08-M-Brown,Oslo Trek Hoodie-M-Brown,15,30,555.00 ,0.00 ,37,1110,555,50.0%
Small chain store,Loundsley Green Ward,Derbyshire,Manhattan Supply Co Deer Pk,14.01.18,49541,Clothing,Men,Hoodies & Sweatshirts,MH08-M-Purple,Oslo Trek Hoodie-M-Purple,55,39,709.80 ,0.00 ,35,1365,655,48.0%
Small chain store,Darnall Ward,"Yorkshire, South",Clifford Standifer & Mcdowell,14.01.18,39173,Clothing,Men,Hoodies & Sweatshirts,MH08-M-Red,Oslo Trek Hoodie-M-Red,85,39,25.00 ,0.10 ,2,78,53,67.9%
Small chain store,Llangeler Community,Ceredigion,Universal Case Co,14.01.18,30915,Clothing,Men,Hoodies & Sweatshirts,MH08-S-Brown,Oslo Trek Hoodie-S-Brown,50,39,226.20 ,0.00 ,20,780,554,71.0%
Supermarket,Abbey Ward,Buckinghamshire,A O J Mfg Corp,14.01.18,39173,Clothing,Men,Hoodies & Sweatshirts,MH08-S-Purple,Oslo Trek Hoodie-S-Purple,160,39,716.00 ,0.10 ,36,1404,688,49.0%
Local store,Brockley Ward,Greater London,Paralegal Personnel,15.01.18,43620,Clothing,Men,Hoodies & Sweatshirts,MH08-S-Red,Oslo Trek Hoodie-S-Red,30,33,137.90 ,0.10 ,11,363,225,62.0%
Franchise,Meads Ward,East Sussex,Sunderland Publishing Co,15.01.18,10272,Clothing,Men,Hoodies & Sweatshirts,MH08-XL-Brown,Oslo Trek Hoodie-XL-Brown,110,29,53.10 ,0.00 ,3,87,34,39.0%
Franchise,Abbey Ward,Buckinghamshire,"Godfroy, William Esq",15.01.18,43620,Clothing,Men,Hoodies & Sweatshirts,MH08-XL-Purple,Oslo Trek Hoodie-XL-Purple,160,36,173.20 ,0.10 ,13,468,295,63.0%
Franchise,Abbey Ward,Buckinghamshire,Crossroads Travel Service Inc,15.01.18,46884,Clothing,Men,Hoodies & Sweatshirts,MH08-XL-Red,Oslo Trek Hoodie-XL-Red,160,30,345.60 ,0.10 ,18,540,194,36.0%
Franchise,"Broxburn, Uphall and Winchburg",West Lothian,Sarrail Lynch & Hall,15.01.18,32868,Clothing,Men,Hoodies & Sweatshirts,MH08-XS-Brown,Oslo Trek Hoodie-XS-Brown,65,26,588.10 ,0.10 ,39,1014,426,42.0%
Franchise,St. Ive,Cornwall,Typesetters,15.01.18,46884,Clothing,Men,Hoodies & Sweatshirts,MH08-XS-Purple,Oslo Trek Hoodie-XS-Purple,40,20,130.00 ,0.10 ,25,500,370,74.0%
Franchise,Parwich,Derbyshire,Cooper Electric Supply Co,15.01.18,12771,Clothing,Men,Hoodies & Sweatshirts,MH08-XS-Red,Oslo Trek Hoodie-XS-Red,175,27,345.60 ,0.10 ,40,1080,734,68.0%
Franchise,Parwich,Derbyshire,Mcallister & Murphy Pc,15.01.18,10272,Clothing,Men,Hoodies & Sweatshirts,MH09,Abominable Hoodie,175,30,257.40 ,0.10 ,26,780,523,67.0%
Franchise,Newquay,Cornwall,"Blanton, Mary R Attorney",15.01.18,12771,Clothing,Men,Hoodies & Sweatshirts,MH09-L-Blue,Abominable Hoodie-L-Blue,95,43,1087.90 ,0.00 ,46,1978,890,45.0%
Franchise,Shard End Ward,West Midlands,Upper Deck Co,15.01.18,1921,Clothing,Men,Hoodies & Sweatshirts,MH09-L-Green,Abominable Hoodie-L-Green,120,41,364.10 ,0.10 ,24,984,620,63.0%
Supermarket,Abbey Ward,Buckinghamshire,Cap Gemini America,15.01.18,18945,Clothing,Men,Hoodies & Sweatshirts,MH09-L-Red,Abominable Hoodie-L-Red,160,27,418.80 ,0.10 ,33,891,472,53.0%
Supermarket,Ryde,Isle of Wight,Victory Coating,15.01.18,46884,Clothing,Men,Hoodies & Sweatshirts,MH09-M-Blue,Abominable Hoodie-M-Blue,40,24,42.50 ,0.00 ,3,72,30,41.0%
Local store,Carbrooke,Norfolk,Twining Nemia & Steflik,16.01.18,58784,Clothing,Men,Hoodies & Sweatshirts,MH09-M-Green,Abominable Hoodie-M-Green,205,31,231.90 ,0.00 ,17,527,295,56.0%
Local store,Bargate Ward,Southampton,Kiqo Pure Gold Oldies 104 Fm,16.01.18,58784,Clothing,Men,Hoodies & Sweatshirts,MH09-M-Red,Abominable Hoodie-M-Red,35,21,280.10 ,0.10 ,29,609,329,54.0%
Franchise,St. Ive,Cornwall,Typesetters,16.01.18,58784,Clothing,Men,Hoodies & Sweatshirts,MH09-S-Blue,Abominable Hoodie-S-Blue,40,44,715.00 ,0.10 ,25,1100,385,35.0%
Franchise,Parwich,Derbyshire,Jeanettes Drapery & Upholstery,16.01.18,22118,Clothing,Men,Hoodies & Sweatshirts,MH09-S-Green,Abominable Hoodie-S-Green,175,39,877.50 ,0.10 ,50,1950,1073,55.0%
Small chain store,Carbrooke,Norfolk,"Prugh, Pamela J Cpa",16.01.18,58784,Clothing,Men,Hoodies & Sweatshirts,MH09-S-Red,Abominable Hoodie-S-Red,205,26,81.10 ,0.00 ,12,312,231,74.0%
Supermarket,Norton Canes,Staffordshire,"Neeley, Gregory W Esq",16.01.18,58784,Clothing,Men,Hoodies & Sweatshirts,MH08-XS-Brown,Oslo Trek Hoodie-XS-Brown,35,38,357.20 ,0.00 ,20,760,403,53.0%
Supermarket,St. Ive,Cornwall,Village Business Center,16.01.18,48199,Clothing,Men,Hoodies & Sweatshirts,MH09-XL-Blue,Abominable Hoodie-XL-Blue,40,38,750.10 ,0.10 ,47,1786,1036,58.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,"Carlin, Angela G Esq",17.01.18,16999,Clothing,Men,Hoodies & Sweatshirts,MH09-XL-Green,Abominable Hoodie-XL-Green,155,45,421.20 ,0.10 ,18,810,389,48.0%
Franchise,Abbey Ward,Buckinghamshire,Fan Shop,17.01.18,20711,Clothing,Men,Hoodies & Sweatshirts,MH09-XL-Red,Abominable Hoodie-XL-Red,160,34,306.00 ,0.00 ,18,612,306,50.0%
Small chain store,Bulwell Ward,Nottinghamshire,Mccartney Printing Services,17.01.18,66,Clothing,Men,Hoodies & Sweatshirts,MH09-XS-Blue,Abominable Hoodie-XS-Blue,75,39,639.60 ,0.10 ,41,1599,959,60.0%
Supermarket,Chichester,West Sussex,Greater Cinc Schl Empl Crdt Un,17.01.18,20711,Clothing,Men,Hoodies & Sweatshirts,MH09-XS-Green,Abominable Hoodie-XS-Green,20,35,80.50 ,0.10 ,5,175,95,54.0%
Local store,Carbrooke,Norfolk,"Haar, Allen F",18.01.18,44197,Clothing,Men,Hoodies & Sweatshirts,MH09-XS-Red,Abominable Hoodie-XS-Red,205,32,518.40 ,0.00 ,27,864,346,40.0%
Franchise,Meads Ward,East Sussex,Sunderland Publishing Co,18.01.18,38340,Clothing,Men,Hoodies & Sweatshirts,MH10,Mach Street Sweatshirt ,110,36,829.40 ,0.00 ,36,1296,467,36.0%
Local store,Carbrooke,Norfolk,Twining Nemia & Steflik,19.01.18,35936,Clothing,Men,Hoodies & Sweatshirts,MH10-L-Black,Mach Street Sweatshirt -L-Black,205,33,419.40 ,0.10 ,41,1353,934,69.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Harmons,19.01.18,35936,Clothing,Men,Hoodies & Sweatshirts,MH10-L-Blue,Mach Street Sweatshirt -L-Blue,155,29,719.20 ,0.00 ,40,1160,441,38.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Mail Boxes Etc,19.01.18,49505,Clothing,Men,Hoodies & Sweatshirts,MH03-M-Black,Bruno Compete Hoodie-M-Black,155,25,561.00 ,0.00 ,34,850,289,34.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Grt Amercn Fed Svngs & Ln Assn,19.01.18,38021,Clothing,Men,Hoodies & Sweatshirts,MH10-L-Red,Mach Street Sweatshirt -L-Red,155,28,282.20 ,0.00 ,36,1008,726,72.0%
Local store,Treorchy Community,Rhondda Cynon Taff,Allied Plastics,19.01.18,32800,Clothing,Men,Hoodies & Sweatshirts,MH10-M-Black,Mach Street Sweatshirt -M-Black,70,27,378.00 ,0.10 ,40,1080,702,65.0%
Franchise,Abbey Ward,Buckinghamshire,"Tremont, Michael A Esq",19.01.18,32800,Clothing,Men,Hoodies & Sweatshirts,MH10-M-Blue,Mach Street Sweatshirt -M-Blue,160,26,187.70 ,0.10 ,19,494,306,62.0%
Franchise,New Milton,Hampshire,Newton Clerk,19.01.18,37638,Clothing,Men,Hoodies & Sweatshirts,MH10-M-Red,Mach Street Sweatshirt -M-Red,35,26,514.80 ,0.10 ,33,858,343,40.0%
Franchise,South Ward,North Eart Lincolnshire,"Thompson, Chesney Md",19.01.18,38021,Clothing,Men,Hoodies & Sweatshirts,MH06,Stark Fundamental Hoodie,60,34,261.10 ,0.00 ,16,544,283,52.0%
Small chain store,Carbrooke,Norfolk,"Prugh, Pamela J Cpa",19.01.18,58759,Clothing,Men,Hoodies & Sweatshirts,MH10-S-Black,Mach Street Sweatshirt -S-Black,205,43,111.80 ,0.10 ,4,172,60,35.0%
Small chain store,St. Stephens Ward,Kent,Alan D Rosenburg Cpa Pc,19.01.18,52608,Clothing,Men,Hoodies & Sweatshirts,MH03-XS-Green,Bruno Compete Hoodie-XS-Green,40,39,800.30 ,0.10 ,36,1404,604,43.0%
Small chain store,Loundsley Green Ward,Derbyshire,Young Door Company,19.01.18,31138,Clothing,Men,Hoodies & Sweatshirts,MH10-S-Blue,Mach Street Sweatshirt -S-Blue,55,24,586.10 ,0.10 ,37,888,302,34.0%
Small chain store,Maybury and Sheerwater Ward,Surrey,Reliable Yard Service,19.01.18,38021,Clothing,Men,Hoodies & Sweatshirts,MH04-L-White,Frankie  Sweatshirt-L-White,60,33,485.80 ,0.00 ,46,1518,1032,68.0%
Supermarket,Abbey Ward,Buckinghamshire,M D & W Railway,19.01.18,32800,Clothing,Men,Hoodies & Sweatshirts,MH10-S-Red,Mach Street Sweatshirt -S-Red,160,33,511.80 ,0.00 ,33,1089,577,53.0%
Supermarket,Loundsley Green Ward,Derbyshire,Chuckmaster Co,19.01.18,49505,Clothing,Men,Hoodies & Sweatshirts,MH10-XL-Black,Mach Street Sweatshirt -XL-Black,55,40,120.00 ,0.00 ,12,480,360,75.0%
Local store,Carbrooke,Norfolk,"Shannon, Paul V Esq",20.01.18,53891,Clothing,Men,Hoodies & Sweatshirts,MH10-XL-Blue,Mach Street Sweatshirt -XL-Blue,205,28,182.00 ,0.00 ,25,700,518,74.0%
Local store,Carbrooke,Norfolk,Computemp,20.01.18,28225,Clothing,Men,Hoodies & Sweatshirts,MH10-XL-Red,Mach Street Sweatshirt -XL-Red,205,34,153.00 ,0.00 ,9,306,153,50.0%
Local store,Carbrooke,Norfolk,N Rockland Educl Fed Crdt Un,20.01.18,7815,Clothing,Men,Hoodies & Sweatshirts,MH10-XS-Black,Mach Street Sweatshirt -XS-Black,205,39,142.70 ,0.10 ,6,234,91,39.0%
Franchise,Abbey Ward,Buckinghamshire,A All In One Construction,20.01.18,55360,Clothing,Men,Hoodies & Sweatshirts,MH10-XS-Blue,Mach Street Sweatshirt -XS-Blue,160,30,940.80 ,0.10 ,49,1470,529,36.0%
Franchise,New Milton,Hampshire,Newton Clerk,20.01.18,55360,Clothing,Men,Hoodies & Sweatshirts,MH10-XS-Red,Mach Street Sweatshirt -XS-Red,35,36,884.50 ,0.00 ,39,1404,520,37.0%
Small chain store,Abbey Ward,Buckinghamshire,Barnett Industries Inc,20.01.18,53891,Clothing,Men,Hoodies & Sweatshirts,MH11,Grayson Crewneck Sweatshirt ,160,33,377.50 ,0.00 ,44,1452,1075,74.0%
Small chain store,Westgate Ward,Gloucestershire,Blaineco Structural Movers,20.01.18,53891,Clothing,Men,Hoodies & Sweatshirts,MH02-XL-Black,Teton Pullover Hoodie-XL-Black,50,26,358.00 ,0.10 ,27,702,344,49.0%
Supermarket,Abbey Ward,Buckinghamshire,M D & W Railway,20.01.18,53891,Clothing,Men,Hoodies & Sweatshirts,MH11-L-Orange,Grayson Crewneck Sweatshirt -L-Orange,160,30,496.80 ,0.00 ,36,1080,583,54.0%
Supermarket,Abbey Ward,Buckinghamshire,Green Point Savings Bank,20.01.18,13636,Clothing,Men,Hoodies & Sweatshirts,MH11-L-Red,Grayson Crewneck Sweatshirt -L-Red,160,30,585.60 ,0.00 ,32,960,374,39.0%
Supermarket,Conisbrough and Denaby Ward,South Yorkshire,Sherpa Corp,20.01.18,28225,Clothing,Men,Hoodies & Sweatshirts,MH11-L-White,Grayson Crewneck Sweatshirt -L-White,70,41,239.90 ,0.00 ,13,533,293,55.0%
Franchise,Abbey Ward,Buckinghamshire,"Russell, Amelia Mosley Esq",21.01.18,24802,Clothing,Men,Hoodies & Sweatshirts,MH11-M-Orange,Grayson Crewneck Sweatshirt -M-Orange,160,28,196.60 ,0.00 ,18,504,307,61.0%
Franchise,Sawston,Cambridgeshire,Tipton & Hurst,21.01.18,10661,Clothing,Men,Hoodies & Sweatshirts,MH11-M-Red,Grayson Crewneck Sweatshirt -M-Red,5,38,590.50 ,0.10 ,42,1596,1006,63.0%
Supermarket,Longhill Ward,"Yorkshire, East (North Humbers",Inter American Press Assn,21.01.18,10661,Clothing,Men,Hoodies & Sweatshirts,MH09-L-Red,Abominable Hoodie-L-Red,25,43,518.60 ,0.00 ,18,774,255,33.0%
Local store,"Broxburn, Uphall and Winchburg",West Lothian,Eagle Newspapers,22.01.18,29319,Clothing,Men,Hoodies & Sweatshirts,MH11-M-White,Grayson Crewneck Sweatshirt -M-White,155,44,805.20 ,0.10 ,30,1320,515,39.0%
Franchise,Abbey Ward,Buckinghamshire,Martin Morrissey,22.01.18,19234,Clothing,Men,Hoodies & Sweatshirts,MH05-M-White,Hollister Backyard Sweatshirt-M-White,160,29,396.70 ,0.00 ,24,696,299,43.0%
Small chain store,Sawston,Cambridgeshire,"Callender, William C Esq",22.01.18,29319,Clothing,Men,Hoodies & Sweatshirts,MH11-S-Orange,Grayson Crewneck Sweatshirt -S-Orange,5,43,577.90 ,0.00 ,21,903,325,36.0%
Supermarket,Dee Ward,Dumfries and Galloway,"Duffield, Michael C",22.01.18,33025,Clothing,Men,Hoodies & Sweatshirts,MH07,Hero Hoodie,35,21,68.30 ,0.10 ,5,105,37,35.0%
Supermarket,Chichester,West Sussex,Greater Cinc Schl Empl Crdt Un,22.01.18,58277,Clothing,Men,Hoodies & Sweatshirts,MH03-M-Black,Bruno Compete Hoodie-M-Black,20,41,282.90 ,0.00 ,23,943,660,70.0%
Small chain store,Howard Town Ward,Derbyshire,Advanced Data Systems,23.01.18,12869,Clothing,Men,Hoodies & Sweatshirts,MH11-S-Red,Grayson Crewneck Sweatshirt -S-Red,45,44,171.60 ,0.10 ,15,660,488,74.0%
Small chain store,Loundsley Green Ward,Derbyshire,Weiss Spirt & Guyer,23.01.18,7043,Clothing,Men,Hoodies & Sweatshirts,MH11-S-White,Grayson Crewneck Sweatshirt -S-White,55,44,51.00 ,0.10 ,4,176,125,71.0%
Local store,Carbrooke,Norfolk,"Drubner, Norman S Esq",24.01.18,17186,Clothing,Men,Hoodies & Sweatshirts,MH11-XL-Orange,Grayson Crewneck Sweatshirt -XL-Orange,205,23,529.70 ,0.10 ,49,1127,597,53.0%
Local store,Warlingham,Surrey,Desktop Center,24.01.18,20422,Clothing,Men,Hoodies & Sweatshirts,MH11-XL-Red,Grayson Crewneck Sweatshirt -XL-Red,50,33,90.80 ,0.00 ,5,165,74,45.0%
Local store,Newbold and Brownsover Ward,Warwickshire,Viking Lodge,24.01.18,24544,Clothing,Men,Hoodies & Sweatshirts,MH09-XL-Red,Abominable Hoodie-XL-Red,80,38,518.70 ,0.10 ,39,1482,963,65.0%
Franchise,Abbey Ward,Buckinghamshire,"Rosenkrance, Brent",24.01.18,20422,Clothing,Men,Hoodies & Sweatshirts,MH11-XL-White,Grayson Crewneck Sweatshirt -XL-White,160,22,217.80 ,0.00 ,30,660,442,67.0%
Franchise,Abbey Ward,Buckinghamshire,Packaging Corp Of America,24.01.18,24544,Clothing,Men,Hoodies & Sweatshirts,MH11-XS-Orange,Grayson Crewneck Sweatshirt -XS-Orange,160,43,759.80 ,0.10 ,31,1333,573,43.0%
Franchise,Cockerton West Ward,Darlington,Holiday House Apts,24.01.18,55937,Clothing,Men,Hoodies & Sweatshirts,MH11-XS-Red,Grayson Crewneck Sweatshirt -XS-Red,35,35,285.60 ,0.10 ,24,840,554,66.0%
Franchise,Chichester,West Sussex,Or Draymen & Warehousemans,24.01.18,24544,Clothing,Men,Hoodies & Sweatshirts,MH11-XS-White,Grayson Crewneck Sweatshirt -XS-White,20,22,188.10 ,0.00 ,15,330,142,43.0%
Franchise,Middlewich,Cheshire,"Haney, Tom C Md",24.01.18,17186,Clothing,Men,Hoodies & Sweatshirts,MH12,Ajax Full-Zip Sweatshirt ,60,45,148.50 ,0.10 ,11,495,347,70.0%
Supermarket,Warlingham,Surrey,Burlington Co Library,24.01.18,55937,Clothing,Men,Hoodies & Sweatshirts,MH12-L-Blue,Ajax Full-Zip Sweatshirt -L-Blue,50,42,147.00 ,0.10 ,10,420,273,65.0%
Franchise,Sawston,Cambridgeshire,Tipton & Hurst,25.01.18,15718,Clothing,Men,Hoodies & Sweatshirts,MH10-XL-Red,Mach Street Sweatshirt -XL-Red,5,41,840.50 ,0.10 ,50,2050,1210,59.0%
Supermarket,Abbey Ward,Buckinghamshire,"Lovitch, Alan F",25.01.18,15718,Clothing,Men,Hoodies & Sweatshirts,MH12-L-Green,Ajax Full-Zip Sweatshirt -L-Green,160,30,615.60 ,0.10 ,36,1080,464,43.0%
Supermarket,Abbey Ward,Buckinghamshire,Galloway Electric Co Inc,25.01.18,11686,Clothing,Men,Hoodies & Sweatshirts,MH12-L-Red,Ajax Full-Zip Sweatshirt -L-Red,160,23,533.10 ,0.10 ,38,874,341,39.0%
Supermarket,Abbey Ward,Buckinghamshire,Geneva Woods Professional Ctr,25.01.18,15718,Clothing,Men,Hoodies & Sweatshirts,MH10-XS-Red,Mach Street Sweatshirt -XS-Red,160,28,528.10 ,0.00 ,41,1148,620,54.0%
Supermarket,Hawerby cum Beesby,Lincolnshire,Chile Pepper Magazine,25.01.18,10530,Clothing,Men,Hoodies & Sweatshirts,MH12-M-Blue,Ajax Full-Zip Sweatshirt -M-Blue,40,44,105.60 ,0.00 ,4,176,70,40.0%
Local store,Beeston West Ward,Nottinghamshire,"Walker, Susan S Esq",26.01.18,8868,Clothing,Men,Hoodies & Sweatshirts,MH12-M-Green,Ajax Full-Zip Sweatshirt -M-Green,140,34,42.80 ,0.00 ,3,102,59,58.0%
Franchise,Parwich,Derbyshire,"Flash, Elena Salerno Esq",26.01.18,19047,Clothing,Men,Hoodies & Sweatshirts,MH11-XS-White,Grayson Crewneck Sweatshirt -XS-White,175,38,19.00 ,0.10 ,1,38,19,50.0%
Small chain store,Dee Ward,Dumfries and Galloway,Owensboro Brick & Tile,26.01.18,19047,Clothing,Men,Hoodies & Sweatshirts,MH12-M-Red,Ajax Full-Zip Sweatshirt -M-Red,35,41,81.20 ,0.00 ,3,123,42,34.0%
Small chain store,St. Stephens Ward,Kent,Mouw & Celello Pc,26.01.18,17155,Clothing,Men,Hoodies & Sweatshirts,MH12-S-Blue,Ajax Full-Zip Sweatshirt -S-Blue,40,41,841.30 ,0.00 ,36,1476,635,43.0%
Supermarket,Abbey Ward,Buckinghamshire,Visiting Nur Assn Ctrl Jersey,26.01.18,8868,Clothing,Men,Hoodies & Sweatshirts,MH12-S-Green,Ajax Full-Zip Sweatshirt -S-Green,160,45,1025.10 ,0.00 ,34,1530,505,33.0%
Supermarket,Warlingham,Surrey,C C Industries,26.01.18,17155,Clothing,Men,Hoodies & Sweatshirts,MH12-S-Red,Ajax Full-Zip Sweatshirt -S-Red,50,43,839.80 ,0.00 ,31,1333,493,37.0%
Franchise,Abbey Ward,Buckinghamshire,Nelson & Paulson Chartered,27.01.18,20480,Clothing,Men,Hoodies & Sweatshirts,MH12-XL-Blue,Ajax Full-Zip Sweatshirt -XL-Blue,160,23,41.40 ,0.00 ,4,92,51,55.0%
Supermarket,Abbey Ward,Buckinghamshire,Capital Thrpy & Spts Medcn Inc,27.01.18,20480,Clothing,Men,Hoodies & Sweatshirts,MH12-XL-Green,Ajax Full-Zip Sweatshirt -XL-Green,160,45,803.70 ,0.00 ,38,1710,906,53.0%
Supermarket,South Ward,North Eart Lincolnshire,Sun Toledo Refinery Co,27.01.18,20484,Clothing,Men,Hoodies & Sweatshirts,MH12-XL-Red,Ajax Full-Zip Sweatshirt -XL-Red,60,33,147.80 ,0.10 ,14,462,314,68.0%
Franchise,Abbey Ward,Buckinghamshire,"Mata, Mario A Esq",28.01.18,5316,Clothing,Men,Hoodies & Sweatshirts,MH12-XS-Blue,Ajax Full-Zip Sweatshirt -XS-Blue,160,31,755.20 ,0.10 ,42,1302,547,42.0%
Franchise,Abbey Ward,Buckinghamshire,Meredith Paving Corp,28.01.18,35847,Clothing,Men,Hoodies & Sweatshirts,MH12-XS-Green,Ajax Full-Zip Sweatshirt -XS-Green,160,43,346.20 ,0.10 ,23,989,643,65.0%
Franchise,St. Marys Ward,Greater Manchester,Philosophical Rsrch Scty Bkstr,28.01.18,21383,Clothing,Men,Hoodies & Sweatshirts,MH12-XS-Red,Ajax Full-Zip Sweatshirt -XS-Red,70,22,327.40 ,0.10 ,31,682,355,52.0%
Local store,Carbrooke,Norfolk,New Jersey Tanning Co Inc,29.01.18,18595,Clothing,Men,Hoodies & Sweatshirts,MH13,Marco Lightweight Active Hoodie,205,25,100.00 ,0.00 ,16,400,300,75.0%
Franchise,Abbey Ward,Buckinghamshire,All County Inc,29.01.18,15270,Clothing,Men,Hoodies & Sweatshirts,MH05-XS-Red,Hollister Backyard Sweatshirt-XS-Red,160,38,916.60 ,0.00 ,36,1368,451,33.0%
Franchise,Abbey Ward,Buckinghamshire,Mail Boxes Etc,29.01.18,52416,Clothing,Men,Hoodies & Sweatshirts,MH12-M-Blue,Ajax Full-Zip Sweatshirt -M-Blue,160,41,83.60 ,0.10 ,6,246,162,66.0%
Franchise,St. Enoder,Cornwall,Elmark Graphics Inc,29.01.18,52416,Clothing,Men,Hoodies & Sweatshirts,MH13-L-Blue,Marco Lightweight Active Hoodie-L-Blue,30,44,1073.60 ,0.00 ,40,1760,686,39.0%
Small chain store,Laindon Park Ward,Essex,"Laitinen, Stephen B Esq",29.01.18,30341,Clothing,Men,Hoodies & Sweatshirts,MH13-L-Green,Marco Lightweight Active Hoodie-L-Green,90,28,329.30 ,0.10 ,42,1176,847,72.0%
Small chain store,Loundsley Green Ward,Derbyshire,J C S Machinery,29.01.18,30341,Clothing,Men,Hoodies & Sweatshirts,MH13-L-Lavender,Marco Lightweight Active Hoodie-L-Lavender,55,36,487.10 ,0.10 ,41,1476,989,67.0%
Small chain store,Loundsley Green Ward,Derbyshire,Weiss Spirt & Guyer,29.01.18,40101,Clothing,Men,Hoodies & Sweatshirts,MH13-M-Blue,Marco Lightweight Active Hoodie-M-Blue,55,29,493.60 ,0.10 ,46,1334,840,63.0%
Small chain store,St. Stephens Ward,Kent,Interdependence Associates Inc,29.01.18,30341,Clothing,Men,Hoodies & Sweatshirts,MH03-M-Green,Bruno Compete Hoodie-M-Green,40,45,837.00 ,0.00 ,30,1350,513,38.0%
Supermarket,Bargate Ward,Southampton,Mmm Design Group,29.01.18,18595,Clothing,Men,Hoodies & Sweatshirts,MH05-S-White,Hollister Backyard Sweatshirt-S-White,35,44,108.20 ,0.10 ,6,264,156,59.0%
Local store,Parwich,Derbyshire,Pathe Cmptr Cntrl Systems Corp,30.01.18,32676,Clothing,Men,Hoodies & Sweatshirts,MH13-M-Green,Marco Lightweight Active Hoodie-M-Green,175,40,769.60 ,0.10 ,37,1480,710,48.0%
Small chain store,Brimpton,Berkshire,Torrefazione Italia Inc,30.01.18,4454,Clothing,Men,Hoodies & Sweatshirts,MH13-M-Lavender,Marco Lightweight Active Hoodie-M-Lavender,35,32,282.90 ,0.00 ,17,544,261,48.0%
Supermarket,Gresham Ward,Middlesbrough,"Sawyer, Robert M Esq",30.01.18,30053,Clothing,Men,Hoodies & Sweatshirts,MH13-S-Blue,Marco Lightweight Active Hoodie-S-Blue,35,29,380.50 ,0.10 ,41,1189,809,68.0%
Local store,Llangeler Community,Ceredigion,U S Sapporo A Inc,31.01.18,39904,Clothing,Men,Hoodies & Sweatshirts,MH13-S-Green,Marco Lightweight Active Hoodie-S-Green,50,42,1201.20 ,0.00 ,44,1848,647,35.0%
Franchise,Aldborough Ward,Greater London,"Teti, Louis N Esq",31.01.18,19493,Clothing,Men,Hoodies & Sweatshirts,MH13-S-Lavender,Marco Lightweight Active Hoodie-S-Lavender,35,20,341.00 ,0.10 ,31,620,279,45.0%
Franchise,St. Ive,Cornwall,Typesetters,31.01.18,38529,Clothing,Men,Hoodies & Sweatshirts,MH13-XL-Blue,Marco Lightweight Active Hoodie-XL-Blue,40,29,540.00 ,0.00 ,38,1102,562,51.0%
